FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA
18OCT2021:00:00:00,41 a 50,M,Sinopharm,Público,3,51,
18OCT2021:00:00:00,41 a 50,M,Sputnik,Público,12,670,
18OCT2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,
18OCT2021:00:00:00,51 a 60,F,AstraZeneca,Público,14,34,
18OCT2021:00:00:00,51 a 60,F,Sinopharm,Público,3,36,
18OCT2021:00:00:00,51 a 60,F,Sputnik,Público,8,368,
18OCT2021:00:00:00,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,
18OCT2021:00:00:00,51 a 60,M,AstraZeneca,Público,19,46,
18OCT2021:00:00:00,51 a 60,M,Sinopharm,Público,5,27,
18OCT2021:00:00:00,51 a 60,M,Sputnik,Público,5,373,
18OCT2021:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,
18OCT2021:00:00:00,61 a 70,F,AstraZeneca,Público,7,14,
18OCT2021:00:00:00,61 a 70,F,Moderna,Público,0,4,
18OCT2021:00:00:00,61 a 70,F,Sinopharm,Público,5,19,
18OCT2021:00:00:00,61 a 70,F,Sputnik,Público,1,142,
18OCT2021:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,
18OCT2021:00:00:00,61 a 70,M,AstraZeneca,Público,3,11,
18OCT2021:00:00:00,61 a 70,M,Moderna,Público,0,2,
18OCT2021:00:00:00,61 a 70,M,Sinopharm,Público,1,16,
18OCT2021:00:00:00,61 a 70,M,Sputnik,Público,1,93,
18OCT2021:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,
18OCT2021:00:00:00,71 a 80,F,AstraZeneca,Público,1,4,
18OCT2021:00:00:00,71 a 80,F,Moderna,Público,0,4,
20JUN2021:00:00:00,30 o menos,F,AstraZeneca,Público,1,0,
24JUL2021:00:00:00,31 a 40,F,Sinopharm,Público,2,0,
14AUG2021:00:00:00,30 o menos,F,AstraZeneca,Público,0,44,
14AUG2021:00:00:00,30 o menos,F,Moderna,Público,0,36,
14AUG2021:00:00:00,30 o menos,F,Sputnik,Público,0,52,
14AUG2021:00:00:00,30 o menos,M,AstraZeneca,Público,3,33,
14AUG2021:00:00:00,30 o menos,M,Moderna,Público,0,16,
14AUG2021:00:00:00,30 o menos,M,Sputnik,Público,0,35,
14AUG2021:00:00:00,31 a 40,F,AstraZeneca,Público,0,79,
14AUG2021:00:00:00,31 a 40,F,Moderna,Público,0,53,
14AUG2021:00:00:00,31 a 40,F,Sinopharm,Público,0,3,
14AUG2021:00:00:00,31 a 40,F,Sputnik,Público,0,81,
14AUG2021:00:00:00,31 a 40,M,AstraZeneca,Público,0,66,
14AUG2021:00:00:00,31 a 40,M,Moderna,Público,0,30,
14AUG2021:00:00:00,31 a 40,M,Sputnik,Público,0,53,
14AUG2021:00:00:00,41 a 50,F,AstraZeneca,Público,0,76,
14AUG2021:00:00:00,41 a 50,F,Moderna,Público,1,42,
14AUG2021:00:00:00,41 a 50,F,Sputnik,Público,0,190,
14AUG2021:00:00:00,41 a 50,M,AstraZeneca,Público,1,58,
14AUG2021:00:00:00,41 a 50,M,Moderna,Público,0,32,
14AUG2021:00:00:00,41 a 50,M,Sputnik,Público,0,68,
14AUG2021:00:00:00,51 a 60,F,AstraZeneca,Público,0,681,
14AUG2021:00:00:00,51 a 60,F,Moderna,Público,0,842,
14AUG2021:00:00:00,51 a 60,F,Sinopharm,Público,1,2,
14AUG2021:00:00:00,51 a 60,F,Sputnik,Público,0,648,
14AUG2021:00:00:00,51 a 60,M,AstraZeneca,Público,0,613,
14AUG2021:00:00:00,51 a 60,M,Moderna,Privado,0,1,
14AUG2021:00:00:00,51 a 60,M,Moderna,Público,1,654,
14AUG2021:00:00:00,51 a 60,M,Sinopharm,Público,0,2,
14AUG2021:00:00:00,51 a 60,M,Sputnik,Público,0,321,
14AUG2021:00:00:00,61 a 70,F,AstraZeneca,Público,0,12,
14AUG2021:00:00:00,61 a 70,F,Moderna,Privado,0,8,
14AUG2021:00:00:00,61 a 70,F,Moderna,Público,4,7630,
14AUG2021:00:00:00,61 a 70,F,Sinopharm,Público,0,2,
14AUG2021:00:00:00,61 a 70,F,Sputnik,Público,0,494,
14AUG2021:00:00:00,61 a 70,M,AstraZeneca,Público,0,13,
14AUG2021:00:00:00,61 a 70,M,Moderna,Privado,0,3,
14AUG2021:00:00:00,61 a 70,M,Moderna,Público,1,5349,
14AUG2021:00:00:00,61 a 70,M,Sinopharm,Público,0,2,
14AUG2021:00:00:00,61 a 70,M,Sputnik,Público,0,156,
14AUG2021:00:00:00,71 a 80,F,AstraZeneca,Público,0,11,
14AUG2021:00:00:00,71 a 80,F,Moderna,Privado,0,2,
14AUG2021:00:00:00,71 a 80,F,Moderna,Público,1,1196,
14AUG2021:00:00:00,71 a 80,F,Sinopharm,Público,0,1,
14AUG2021:00:00:00,71 a 80,F,Sputnik,Público,0,178,
14AUG2021:00:00:00,71 a 80,M,AstraZeneca,Público,0,3,
14AUG2021:00:00:00,71 a 80,M,Moderna,Público,1,729,
14AUG2021:00:00:00,71 a 80,M,Sinopharm,Público,0,2,
14AUG2021:00:00:00,71 a 80,M,Sputnik,Público,0,43,
14AUG2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,4,
14AUG2021:00:00:00,81 a 90,F,Moderna,Público,0,206,
14AUG2021:00:00:00,81 a 90,F,Sinopharm,Público,4,3,
14AUG2021:00:00:00,81 a 90,F,Sputnik,Público,0,25,
14AUG2021:00:00:00,81 a 90,M,Moderna,Público,0,78,
14AUG2021:00:00:00,81 a 90,M,Sputnik,Público,0,4,
14AUG2021:00:00:00,91 o mas,F,Moderna,Público,1,53,
14AUG2021:00:00:00,91 o mas,F,Sinopharm,Público,1,3,
14AUG2021:00:00:00,91 o mas,F,Sputnik,Público,0,2,
14AUG2021:00:00:00,91 o mas,M,Moderna,Público,0,17,
14AUG2021:00:00:00,91 o mas,M,Sinopharm,Público,1,0,
18OCT2021:00:00:00,71 a 80,F,Sinopharm,Público,2,10,
18OCT2021:00:00:00,71 a 80,F,Sputnik,Público,0,19,
18OCT2021:00:00:00,71 a 80,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,0,
18OCT2021:00:00:00,71 a 80,M,AstraZeneca,Público,2,3,
18OCT2021:00:00:00,71 a 80,M,Moderna,Público,0,3,
18OCT2021:00:00:00,71 a 80,M,Sinopharm,Público,1,2,
18OCT2021:00:00:00,71 a 80,M,Sputnik,Público,0,7,
18OCT2021:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,
18OCT2021:00:00:00,81 a 90,F,AstraZeneca,Público,1,1,
18OCT2021:00:00:00,81 a 90,F,Moderna,Público,0,5,
18OCT2021:00:00:00,81 a 90,F,Sinopharm,Público,11,3,
18OCT2021:00:00:00,81 a 90,F,Sputnik,Público,0,2,
18OCT2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,2,
18OCT2021:00:00:00,81 a 90,M,Moderna,Público,1,0,
18OCT2021:00:00:00,81 a 90,M,Sinopharm,Público,1,0,
18OCT2021:00:00:00,81 a 90,M,Sputnik,Público,0,1,
18OCT2021:00:00:00,91 o mas,F,Moderna,Público,1,3,
18OCT2021:00:00:00,91 o mas,F,Sinopharm,Público,8,0,
18OCT2021:00:00:00,91 o mas,F,Sputnik,Público,0,1,
25APR2021:00:00:00,61 a 70,F,Sputnik,Público nacional,1,0,
20JUL2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,
28JUL2021:00:00:00,30 o menos,M,Moderna,Público,1,0,
28JUL2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,1,
25AUG2021:00:00:00,30 o menos,F,AstraZeneca,Público nacional,0,1,
26AUG2021:00:00:00,71 a 80,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,
16SEP2021:00:00:00,31 a 40,F,AstraZeneca,Público nacional,0,1,
16SEP2021:00:00:00,81 a 90,F,Sputnik,Público nacional,0,1,
17SEP2021:00:00:00,41 a 50,F,AstraZeneca,Público nacional,0,1,
17SEP2021:00:00:00,41 a 50,M,AstraZeneca,Público nacional,0,1,
17SEP2021:00:00:00,61 a 70,M,AstraZeneca,Público nacional,0,1,
10OCT2021:00:00:00,71 a 80,F,Moderna,Público,0,2,
17OCT2021:00:00:00,30 o menos,F,AstraZeneca,Público,0,1,
17OCT2021:00:00:00,41 a 50,M,AstraZeneca,Público,0,1,
20OCT2021:00:00:00,30 o menos,F,AstraZeneca,Público,86,821,
20OCT2021:00:00:00,30 o menos,F,Moderna,Público,0,79,
20OCT2021:00:00:00,30 o menos,F,Sinopharm,Público,442,966,
20OCT2021:00:00:00,30 o menos,F,Sputnik,Público,42,22,
20OCT2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,
20OCT2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,4326,5,
20OCT2021:00:00:00,30 o menos,M,AstraZeneca,Público,116,877,
20OCT2021:00:00:00,30 o menos,M,Moderna,Público,0,98,
20OCT2021:00:00:00,30 o menos,M,Sinopharm,Público,596,903,
20OCT2021:00:00:00,30 o menos,M,Sputnik,Público,38,8,
20OCT2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,4405,2,
20OCT2021:00:00:00,31 a 40,F,AstraZeneca,Público,48,354,
20OCT2021:00:00:00,31 a 40,F,Sinopharm,Público,18,268,
20OCT2021:00:00:00,31 a 40,F,Sputnik,Público,20,10,
20OCT2021:00:00:00,31 a 40,M,AstraZeneca,Público,81,402,
20OCT2021:00:00:00,31 a 40,M,Moderna,Público,0,1,
20OCT2021:00:00:00,31 a 40,M,Sinopharm,Público,25,302,
20OCT2021:00:00:00,31 a 40,M,Sputnik,Público,16,4,
20OCT2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,1,
20OCT2021:00:00:00,41 a 50,F,AstraZeneca,Público,23,285,
20OCT2021:00:00:00,41 a 50,F,Sinopharm,Público,9,193,
20OCT2021:00:00:00,41 a 50,F,Sputnik,Público,21,8,
20OCT2021:00:00:00,41 a 50,M,AstraZeneca,Público,33,306,
20OCT2021:00:00:00,41 a 50,M,Moderna,Público,0,1,
20OCT2021:00:00:00,41 a 50,M,Sinopharm,Público,12,212,
20OCT2021:00:00:00,41 a 50,M,Sputnik,Público,12,5,
20OCT2021:00:00:00,51 a 60,F,AstraZeneca,Público,18,179,
20OCT2021:00:00:00,51 a 60,F,Moderna,Público,0,1,
20OCT2021:00:00:00,51 a 60,F,Sinopharm,Público,9,59,
20OCT2021:00:00:00,51 a 60,F,Sputnik,Público,5,6,
20OCT2021:00:00:00,51 a 60,M,AstraZeneca,Público,11,200,
20OCT2021:00:00:00,51 a 60,M,Sinopharm,Público,9,57,
20OCT2021:00:00:00,51 a 60,M,Sputnik,Público,6,3,
20OCT2021:00:00:00,61 a 70,F,AstraZeneca,Público,5,77,
20OCT2021:00:00:00,61 a 70,F,Moderna,Público,0,3,
20OCT2021:00:00:00,61 a 70,F,Sinopharm,Público,2,20,
20OCT2021:00:00:00,61 a 70,F,Sputnik,Público,2,4,
20OCT2021:00:00:00,61 a 70,F,Sputnik,Público nacional,0,1,
20OCT2021:00:00:00,61 a 70,M,AstraZeneca,Público,7,71,
20OCT2021:00:00:00,61 a 70,M,Sinopharm,Público,4,21,
20OCT2021:00:00:00,61 a 70,M,Sputnik,Público,1,3,
20OCT2021:00:00:00,71 a 80,F,AstraZeneca,Público,6,18,
20OCT2021:00:00:00,71 a 80,F,Moderna,Público,0,1,
20OCT2021:00:00:00,71 a 80,F,Sinopharm,Público,1,17,
20OCT2021:00:00:00,71 a 80,F,Sputnik,Público,0,2,
20OCT2021:00:00:00,71 a 80,M,AstraZeneca,Público,1,11,
20OCT2021:00:00:00,71 a 80,M,Moderna,Público,0,2,
20OCT2021:00:00:00,71 a 80,M,Sinopharm,Público,0,6,
20OCT2021:00:00:00,71 a 80,M,Sputnik,Público,0,1,
28JAN2021:00:00:00,61 a 70,F,Sputnik,Público nacional,1,0,
24MAR2021:00:00:00,51 a 60,M,AstraZeneca,Privado,1,0,
06APR2021:00:00:00,61 a 70,F,AstraZeneca,Privado,2,0,
11MAY2021:00:00:00,30 o menos,M,AstraZeneca,Privado,1,0,
11MAY2021:00:00:00,31 a 40,F,AstraZeneca,Privado,1,0,
17MAY2021:00:00:00,31 a 40,M,AstraZeneca,Privado,1,0,
30MAY2021:00:00:00,30 o menos,M,AstraZeneca,Público,5,0,
06JUL2021:00:00:00,30 o menos,M,AstraZeneca,Privado,0,1,
14JUL2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,1,
13OCT2021:00:00:00,30 o menos,F,AstraZeneca,Público,45,73,
13OCT2021:00:00:00,30 o menos,F,Moderna,Público,10,12,
13OCT2021:00:00:00,30 o menos,F,Sinopharm,Público,11,392,
13OCT2021:00:00:00,30 o menos,F,Sputnik,Público,47,386,
13OCT2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,14,0,
20SEP2021:00:00:00,51 a 60,F,Sputnik,Público,10,203,
27SEP2021:00:00:00,30 o menos,M,AstraZeneca,Público,19,1306,
27SEP2021:00:00:00,30 o menos,M,Sinopharm,Público,372,46,
27SEP2021:00:00:00,30 o menos,M,Sputnik,Público,30,1,
27SEP2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,78,0,
27SEP2021:00:00:00,31 a 40,F,AstraZeneca,Público,8,4461,
27SEP2021:00:00:00,31 a 40,F,Sinopharm,Público,169,30,
27SEP2021:00:00:00,31 a 40,F,Sputnik,Público,8,4,
27SEP2021:00:00:00,31 a 40,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,41,0,
27SEP2021:00:00:00,31 a 40,M,AstraZeneca,Público,12,5178,
27SEP2021:00:00:00,31 a 40,M,Sinopharm,Público,121,34,
27SEP2021:00:00:00,31 a 40,M,Sputnik,Público,23,1,
27SEP2021:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,47,0,
27SEP2021:00:00:00,41 a 50,F,AstraZeneca,Público,8,2476,
27SEP2021:00:00:00,41 a 50,F,Sinopharm,Público,115,18,
27SEP2021:00:00:00,41 a 50,F,Sputnik,Público,4,9,
27SEP2021:00:00:00,41 a 50,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,15,0,
27SEP2021:00:00:00,41 a 50,M,AstraZeneca,Público,4,3018,
27SEP2021:00:00:00,41 a 50,M,Sinopharm,Público,74,18,
27SEP2021:00:00:00,41 a 50,M,Sputnik,Público,13,5,
27SEP2021:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,26,0,
27SEP2021:00:00:00,51 a 60,F,AstraZeneca,Público,6,826,
27SEP2021:00:00:00,51 a 60,F,Sinopharm,Público,63,16,
27SEP2021:00:00:00,51 a 60,F,Sputnik,Público,10,24,
27SEP2021:00:00:00,51 a 60,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,10,0,
27SEP2021:00:00:00,51 a 60,M,AstraZeneca,Público,5,1099,
27SEP2021:00:00:00,51 a 60,M,Sinopharm,Público,35,7,
27SEP2021:00:00:00,51 a 60,M,Sputnik,Público,13,12,
27SEP2021:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,6,0,
27SEP2021:00:00:00,61 a 70,F,AstraZeneca,Público,3,160,
27SEP2021:00:00:00,61 a 70,F,Sinopharm,Público,63,8,
04APR2021:00:00:00,31 a 40,M,Sputnik,Público,1,0,
28MAY2021:00:00:00,31 a 40,M,Sputnik,Privado,1,0,
06JUN2021:00:00:00,41 a 50,M,Sputnik,Privado,1,0,
10JUL2021:00:00:00,41 a 50,M,Sputnik,Público,2,0,
01AUG2021:00:00:00,30 o menos,M,Sputnik,Público,1,0,
10OCT2021:00:00:00,30 o menos,F,Sinopharm,Público,0,2,
10OCT2021:00:00:00,30 o menos,F,Sputnik,Privado,0,6,
10OCT2021:00:00:00,30 o menos,F,Sputnik,Público,0,604,
10OCT2021:00:00:00,30 o menos,M,Sinopharm,Público,0,1,
10OCT2021:00:00:00,30 o menos,M,Sputnik,Privado,0,3,
10OCT2021:00:00:00,30 o menos,M,Sputnik,Público,0,422,
10OCT2021:00:00:00,31 a 40,F,Sputnik,Privado,0,12,
10OCT2021:00:00:00,31 a 40,F,Sputnik,Público,0,3285,
10OCT2021:00:00:00,31 a 40,M,Sputnik,Privado,0,17,
10OCT2021:00:00:00,31 a 40,M,Sputnik,Público,1,3553,
10OCT2021:00:00:00,41 a 50,F,Sputnik,Privado,0,8,
10OCT2021:00:00:00,41 a 50,F,Sputnik,Público,0,874,
10OCT2021:00:00:00,41 a 50,M,Sputnik,Privado,0,8,
10OCT2021:00:00:00,41 a 50,M,Sputnik,Público,0,772,
10OCT2021:00:00:00,51 a 60,F,Sputnik,Privado,0,6,
10OCT2021:00:00:00,51 a 60,F,Sputnik,Público,0,1342,
10OCT2021:00:00:00,51 a 60,M,Sputnik,Privado,0,13,
10OCT2021:00:00:00,51 a 60,M,Sputnik,Público,0,1320,
10OCT2021:00:00:00,61 a 70,F,Sputnik,Privado,0,5,
10OCT2021:00:00:00,61 a 70,F,Sputnik,Público,0,883,
10OCT2021:00:00:00,61 a 70,M,Sputnik,Privado,0,6,
10OCT2021:00:00:00,61 a 70,M,Sputnik,Público,0,812,
10OCT2021:00:00:00,71 a 80,F,Sputnik,Privado,0,1,
10OCT2021:00:00:00,71 a 80,F,Sputnik,Público,0,56,
10OCT2021:00:00:00,71 a 80,M,Sputnik,Público,0,24,
10OCT2021:00:00:00,81 a 90,F,Sputnik,Público,0,23,
10OCT2021:00:00:00,81 a 90,M,Sputnik,Público,0,10,
10OCT2021:00:00:00,91 o mas,F,Sputnik,Público,0,6,
10OCT2021:00:00:00,91 o mas,M,Sputnik,Público,0,1,
07OCT2021:00:00:00,41 a 50,F,Moderna,Público nacional,0,1,
23OCT2021:00:00:00,30 o menos,F,AstraZeneca,Público,45,34,
23OCT2021:00:00:00,30 o menos,F,Sinopharm,Público,5237,158,
23OCT2021:00:00:00,30 o menos,F,Sputnik,Público,0,176,
23OCT2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1072,767,
23OCT2021:00:00:00,30 o menos,M,AstraZeneca,Público,56,33,
23OCT2021:00:00:00,30 o menos,M,Sinopharm,Público,5364,151,
23OCT2021:00:00:00,30 o menos,M,Sputnik,Público,0,128,
23OCT2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,986,697,
23OCT2021:00:00:00,31 a 40,F,AstraZeneca,Público,14,32,
23OCT2021:00:00:00,31 a 40,F,Sinopharm,Público,89,59,
23OCT2021:00:00:00,31 a 40,F,Sputnik,Público,0,467,
23OCT2021:00:00:00,31 a 40,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,
23OCT2021:00:00:00,31 a 40,M,AstraZeneca,Público,18,26,
23OCT2021:00:00:00,31 a 40,M,Sinopharm,Público,88,70,
23OCT2021:00:00:00,31 a 40,M,Sputnik,Público,0,481,
23OCT2021:00:00:00,41 a 50,F,AstraZeneca,Público,14,21,
23OCT2021:00:00:00,41 a 50,F,Sinopharm,Público,42,53,
23OCT2021:00:00:00,41 a 50,F,Sputnik,Público,1,151,
23OCT2021:00:00:00,41 a 50,M,AstraZeneca,Público,19,14,
23OCT2021:00:00:00,41 a 50,M,Sinopharm,Público,50,36,
23OCT2021:00:00:00,41 a 50,M,Sputnik,Público,0,138,
23OCT2021:00:00:00,51 a 60,F,AstraZeneca,Público,4,16,
23OCT2021:00:00:00,51 a 60,F,Sinopharm,Público,24,21,
23OCT2021:00:00:00,51 a 60,F,Sputnik,Público,0,99,
23OCT2021:00:00:00,51 a 60,M,AstraZeneca,Público,6,14,
23OCT2021:00:00:00,51 a 60,M,Sinopharm,Público,31,24,
23OCT2021:00:00:00,51 a 60,M,Sputnik,Público,0,99,
23OCT2021:00:00:00,61 a 70,F,AstraZeneca,Público,3,5,
23OCT2021:00:00:00,61 a 70,F,Sinopharm,Público,10,4,
23OCT2021:00:00:00,61 a 70,F,Sputnik,Público,0,60,
23OCT2021:00:00:00,61 a 70,M,AstraZeneca,Público,1,2,
23OCT2021:00:00:00,61 a 70,M,Sinopharm,Público,8,6,
23OCT2021:00:00:00,61 a 70,M,Sputnik,Público,0,72,
23OCT2021:00:00:00,71 a 80,F,Sinopharm,Público,11,2,
23OCT2021:00:00:00,71 a 80,F,Sputnik,Público,0,21,
23OCT2021:00:00:00,71 a 80,M,AstraZeneca,Público,1,1,
23OCT2021:00:00:00,71 a 80,M,Sinopharm,Público,2,3,
23OCT2021:00:00:00,71 a 80,M,Sputnik,Público,0,16,
23OCT2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,2,
23OCT2021:00:00:00,81 a 90,F,Sinopharm,Público,5,3,
23OCT2021:00:00:00,81 a 90,F,Sputnik,Público,0,7,
23OCT2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,3,
23OCT2021:00:00:00,81 a 90,M,Sinopharm,Público,1,1,
23OCT2021:00:00:00,81 a 90,M,Sputnik,Público,0,5,
23OCT2021:00:00:00,91 o mas,F,Sinopharm,Público,2,1,
23OCT2021:00:00:00,91 o mas,F,Sputnik,Público,0,2,
23OCT2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,1,
23OCT2021:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,
09MAY2021:00:00:00,51 a 60,F,Sputnik,Público,1,0,
15JUN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,2,0,
29AUG2021:00:00:00,31 a 40,M,Moderna,Público,0,1,
03SEP2021:00:00:00,30 o menos,F,AstraZeneca,Privado,1,2,
03SEP2021:00:00:00,30 o menos,F,AstraZeneca,Público,55,32,
03SEP2021:00:00:00,30 o menos,F,Moderna,Público,3,156,
03SEP2021:00:00:00,30 o menos,F,Sinopharm,Público,108,5369,
03SEP2021:00:00:00,30 o menos,F,Sputnik,Público,141,255,
03SEP2021:00:00:00,30 o menos,F,Sputnik,Público nacional,0,1,
03SEP2021:00:00:00,30 o menos,M,AstraZeneca,Privado,0,2,
03SEP2021:00:00:00,30 o menos,M,AstraZeneca,Público,48,21,
03SEP2021:00:00:00,30 o menos,M,Moderna,Público,6,169,
03SEP2021:00:00:00,30 o menos,M,Sinopharm,Público,92,5351,
03SEP2021:00:00:00,30 o menos,M,Sputnik,Público,149,245,
03SEP2021:00:00:00,31 a 40,F,AstraZeneca,Privado,0,1,
03SEP2021:00:00:00,31 a 40,F,AstraZeneca,Público,24,72,
03SEP2021:00:00:00,31 a 40,F,Moderna,Público,0,144,
03SEP2021:00:00:00,31 a 40,F,Sinopharm,Público,51,947,
03SEP2021:00:00:00,31 a 40,F,Sputnik,Público,52,449,
03SEP2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,7,
03SEP2021:00:00:00,31 a 40,M,AstraZeneca,Público,37,63,
03SEP2021:00:00:00,31 a 40,M,Moderna,Público,0,63,
03SEP2021:00:00:00,31 a 40,M,Sinopharm,Público,54,988,
03SEP2021:00:00:00,31 a 40,M,Sputnik,Público,45,371,
03SEP2021:00:00:00,41 a 50,F,AstraZeneca,Privado,0,4,
03SEP2021:00:00:00,41 a 50,F,AstraZeneca,Público,18,1594,
03SEP2021:00:00:00,41 a 50,F,Moderna,Público,0,872,
03SEP2021:00:00:00,41 a 50,F,Sinopharm,Público,42,513,
03SEP2021:00:00:00,41 a 50,F,Sputnik,Público,40,2661,
03SEP2021:00:00:00,41 a 50,F,Sputnik,Público nacional,0,2,
13OCT2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,14801,15,
13OCT2021:00:00:00,30 o menos,M,AstraZeneca,Público,49,43,
13OCT2021:00:00:00,30 o menos,M,Moderna,Público,9,20,
13OCT2021:00:00:00,30 o menos,M,Sinopharm,Público,17,441,
13OCT2021:00:00:00,30 o menos,M,Sputnik,Público,46,295,
13OCT2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,9,0,
13OCT2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,14174,9,
13OCT2021:00:00:00,31 a 40,F,AstraZeneca,Público,28,69,
13OCT2021:00:00:00,31 a 40,F,Moderna,Público,1,0,
13OCT2021:00:00:00,31 a 40,F,Sinopharm,Público,8,115,
13OCT2021:00:00:00,31 a 40,F,Sputnik,Público,33,204,
13OCT2021:00:00:00,31 a 40,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,8,0,
13OCT2021:00:00:00,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,0,
13OCT2021:00:00:00,31 a 40,M,AstraZeneca,Público,29,50,
13OCT2021:00:00:00,31 a 40,M,Sinopharm,Público,11,113,
13OCT2021:00:00:00,31 a 40,M,Sputnik,Público,33,175,
13OCT2021:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,18,0,
13OCT2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,
13OCT2021:00:00:00,41 a 50,F,AstraZeneca,Público,27,68,
13OCT2021:00:00:00,41 a 50,F,Sinopharm,Público,14,90,
13OCT2021:00:00:00,41 a 50,F,Sputnik,Público,18,243,
13OCT2021:00:00:00,41 a 50,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,
13OCT2021:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,0,
13OCT2021:00:00:00,41 a 50,M,AstraZeneca,Público,37,70,
13OCT2021:00:00:00,41 a 50,M,Moderna,Público,0,2,
13OCT2021:00:00:00,41 a 50,M,Sinopharm,Público,7,67,
13OCT2021:00:00:00,41 a 50,M,Sputnik,Público,15,228,
13OCT2021:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,9,0,
13OCT2021:00:00:00,51 a 60,F,AstraZeneca,Público,17,40,
13OCT2021:00:00:00,51 a 60,F,Moderna,Público,0,1,
13OCT2021:00:00:00,51 a 60,F,Sinopharm,Público,8,62,
13OCT2021:00:00:00,51 a 60,F,Sputnik,Público,4,300,
13OCT2021:00:00:00,51 a 60,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2,0,
13OCT2021:00:00:00,51 a 60,M,AstraZeneca,Público,15,39,
